>Q0010 Q0010 SGDID:S000007257, Chromosome Mito:3952..4338
>STE50 YCL032W SGDID:S000000537, Chromosome III:63441..64481
>MXR2 YCL033C SGDID:S000000538, Chromosome III:62776..63282
>GRX1 YCL035C SGDID:S000000540, Chromosome III:60841..61173
>SRO9 YCL037C SGDID:S000000542, Chromosome III:57374..58678
>YCL041C YCL041C SGDID:S000000546, Chromosome III:50133..50627
>YCL042W YCL042W SGDID:S000000547, Chromosome III:50584..50943
>PDI1 YCL043C SGDID:S000000548, Chromosome III:48653..50221
>MGR1 YCL044C SGDID:S000000549, Chromosome III:47111..48364
>EMC1 YCL045C SGDID:S000000550, Chromosome III:44623..46905
>YCL046W YCL046W SGDID:S000000551, Chromosome III:46640..46963
>POF1 YCL047C SGDID:S000000552, Chromosome III:43661..44437
>YCL048W-A YCL048W-A SGDID:S000087203, Chromosome III:41488..41727
>SPS22 YCL048W SGDID:S000000553, Chromosome III:42165..43556
>APA1 YCL050C SGDID:S000000555, Chromosome III:37836..38801
>PBN1 YCL052C SGDID:S000000557, Chromosome III:34143..35393
>RDT1 YCL054W-A SGDID:S000178054, Chromosome III:30910..30996
>SPB1 YCL054W SGDID:S000000559, Chromosome III:31449..33974
>KAR4 YCL055W SGDID:S000000560, Chromosome III:27929..28936
>PEX34 YCL056C SGDID:S000000561, Chromosome III:26925..27359
>MIC10 YCL057C-A SGDID:S000007547, Chromosome III:24032..24325
>PRD1 YCL057W SGDID:S000000562, Chromosome III:24768..26906
>FYV5 YCL058C SGDID:S000000563, Chromosome III:23523..23981
>ADF1 YCL058W-A SGDID:S000028518, Chromosome III:23584..23925
>KRR1 YCL059C SGDID:S000000564, Chromosome III:22429..23379
>VAC17 YCL063W SGDID:S000000568, Chromosome III:17290..18561
>CHA1 YCL064C SGDID:S000000569, Chromosome III:15798..16880
>YCL065W YCL065W SGDID:S000000570, Chromosome III:13751..14119
>YCR001W YCR001W SGDID:S000000594, Chromosome III:115685..115999
>CDC10 YCR002C SGDID:S000000595, Chromosome III:117380..118348
>MRPL32 YCR003W SGDID:S000000596, Chromosome III:118620..119171
>YCR006C YCR006C SGDID:S000000599, Chromosome III:122530..123003
>YCR007C YCR007C SGDID:S000000600, Chromosome III:126011..126730
>SAT4 YCR008W SGDID:S000000601, Chromosome III:128470..130281
>RVS161 YCR009C SGDID:S000000602, Chromosome III:130745..131542
>ADY2 YCR010C SGDID:S000000603, Chromosome III:132273..133124
>ADP1 YCR011C SGDID:S000000604, Chromosome III:133724..136873
>PGK1 YCR012W SGDID:S000000605, Chromosome III:137746..138996
>YCR013C YCR013C SGDID:S000000606, Chromosome III:138402..139049
>YCR016W YCR016W SGDID:S000000609, Chromosome III:143634..144506
>CWH43 YCR017C SGDID:S000000610, Chromosome III:144773..147634
>YCR018C-A YCR018C-A SGDID:S000007230, Chromosome III:151608..151862
>SRD1 YCR018C SGDID:S000000611, Chromosome III:148238..148903
>MAK32 YCR019W SGDID:S000000612, Chromosome III:152837..153928
>MAK31 YCR020C-A SGDID:S000000614, Chromosome III:154830..155096
>PET18 YCR020C SGDID:S000000613, Chromosome III:154012..154659
>HTL1 YCR020W-B SGDID:S000006439, Chromosome III:155320..155556
>HSP30 YCR021C SGDID:S000000615, Chromosome III:156109..157107
>YCR022C YCR022C SGDID:S000000616, Chromosome III:157421..157765
>YCR023C YCR023C SGDID:S000000617, Chromosome III:158538..160373
>YCR024C-B YCR024C-B SGDID:S000028818, Chromosome III:162599..162865
>SLM5 YCR024C SGDID:S000000618, Chromosome III:160744..162222
>YCR025C YCR025C SGDID:S000000620, Chromosome III:163446..163856
>NPP1 YCR026C SGDID:S000000621, Chromosome III:164111..166339
>RIM1 YCR028C-A SGDID:S000007222, Chromosome III:172950..173440
>ELO2 YCR034W SGDID:S000000630, Chromosome III:190592..191635
>YCR038W-A YCR038W-A SGDID:S000007597, Chromosome III:199293..199418
>RRT12 YCR045C SGDID:S000000641, Chromosome III:208135..209610
>YCR045W-A YCR045W-A SGDID:S000028607, Chromosome III:208751..209101
>BUD23 YCR047C SGDID:S000000643, Chromosome III:210718..211545
>YCR047W-A YCR047W-A SGDID:S000028608, Chromosome III:211301..211507
>ARE1 YCR048W SGDID:S000000644, Chromosome III:211929..213761
>YCR049C YCR049C SGDID:S000000645, Chromosome III:211871..212317
>YCR050C YCR050C SGDID:S000000646, Chromosome III:213464..213772
>YCR051W YCR051W SGDID:S000000647, Chromosome III:214071..214739
>RSC6 YCR052W SGDID:S000000648, Chromosome III:214994..216445
>THR4 YCR053W SGDID:S000000649, Chromosome III:216697..218241
>CTR86 YCR054C SGDID:S000000650, Chromosome III:218376..220067
>PWP2 YCR057C SGDID:S000000653, Chromosome III:220457..223228
>YIH1 YCR059C SGDID:S000000655, Chromosome III:223454..224230
>TVS1 YCR061W SGDID:S000000657, Chromosome III:225563..227458
>BUD31 YCR063W SGDID:S000000659, Chromosome III:228318..228791
>YCR064C YCR064C SGDID:S000000660, Chromosome III:228095..228505
>HCM1 YCR065W SGDID:S000000661, Chromosome III:229310..231004
>RAD18 YCR066W SGDID:S000000662, Chromosome III:231500..232963
>ATG15 YCR068W SGDID:S000000664, Chromosome III:237214..238776
>CPR4 YCR069W SGDID:S000000665, Chromosome III:239055..240011
>IMG2 YCR071C SGDID:S000000667, Chromosome III:240103..240543
>ERS1 YCR075C SGDID:S000000671, Chromosome III:248033..248815
>EGO2 YCR075W-A SGDID:S000028519, Chromosome III:248975..249202
>FUB1 YCR076C SGDID:S000000672, Chromosome III:249293..250045
>PAT1 YCR077C SGDID:S000000673, Chromosome III:250238..252628
>PTC6 YCR079W SGDID:S000002133, Chromosome III:252845..254173
>YCR081C-A YCR081C-A SGDID:S000028609, Chromosome III:258415..258651
>SRB8 YCR081W SGDID:S000000677, Chromosome III:254371..258654
>AHC2 YCR082W SGDID:S000000678, Chromosome III:258883..259269
>TRX3 YCR083W SGDID:S000000679, Chromosome III:259578..259961
>YCR085W YCR085W SGDID:S000000681, Chromosome III:262916..263269
>CSM1 YCR086W SGDID:S000000682, Chromosome III:263392..263964
>YCR087C-A YCR087C-A SGDID:S000007223, Chromosome III:264006..264467
>YCR087W YCR087W SGDID:S000000683, Chromosome III:263976..264491
>ABP1 YCR088W SGDID:S000000684, Chromosome III:265068..266846
>FIG2 YCR089W SGDID:S000000685, Chromosome III:267434..272263
>YCR090C YCR090C SGDID:S000000686, Chromosome III:272315..272863
>KIN82 YCR091W SGDID:S000000687, Chromosome III:274404..276566
>CDC39 YCR093W SGDID:S000000689, Chromosome III:280117..286443
>CDC50 YCR094W SGDID:S000000690, Chromosome III:286762..287937
>OCA4 YCR095C SGDID:S000000691, Chromosome III:288170..289258
>YCR095W-A YCR095W-A SGDID:S000029724, Chromosome III:289639..289797
>YCR097W-A YCR097W-A SGDID:S000007632, Chromosome III:294439..294705
>HMRA1 YCR097W SGDID:S000000694, Chromosome III:293835..294321
>YCR101C YCR101C SGDID:S000000698, Chromosome III:302482..303030
>YCR102W-A YCR102W-A SGDID:S000007231, Chromosome III:306735..306932
>ADH7 YCR105W SGDID:S000000702, Chromosome III:309070..310155
>RDS1 YCR106W SGDID:S000000703, Chromosome III:310958..313456
>YCR108C YCR108C SGDID:S000028536, Chromosome III:315997..316188
>RMD1 YDL001W SGDID:S000002159, Chromosome IV:447984..449276
>NHP10 YDL002C SGDID:S000002160, Chromosome IV:446967..447578
>MCD1 YDL003W SGDID:S000002161, Chromosome IV:444683..446383
>ATP16 YDL004W SGDID:S000002162, Chromosome IV:443029..443511
>MED2 YDL005C SGDID:S000002163, Chromosome IV:441014..442309
>PTC1 YDL006W SGDID:S000002164, Chromosome IV:439909..440754
>RPT2 YDL007W SGDID:S000002165, Chromosome IV:438047..439360
>YDL009C YDL009C SGDID:S000002167, Chromosome IV:432925..433248
>GRX6 YDL010W SGDID:S000002168, Chromosome IV:432330..433025
>YDL011C YDL011C SGDID:S000002169, Chromosome IV:432308..432631
>YDL012C YDL012C SGDID:S000002170, Chromosome IV:431108..431517
>SLX5 YDL013W SGDID:S000002171, Chromosome IV:429067..430926
>NOP1 YDL014W SGDID:S000002172, Chromosome IV:427364..428347
>YDL016C YDL016C SGDID:S000002174, Chromosome IV:425570..425872
>CDC7 YDL017W SGDID:S000002175, Chromosome IV:424209..425732
>OSH2 YDL019C SGDID:S000002177, Chromosome IV:417663..421514
>RPN4 YDL020C SGDID:S000002178, Chromosome IV:415113..416708
>GPM2 YDL021W SGDID:S000002179, Chromosome IV:413953..414888
>YDL022C-A YDL022C-A SGDID:S000028537, Chromosome IV:409808..410056
>YDL023C YDL023C SGDID:S000002181, Chromosome IV:411761..412081
>DIA3 YDL024C SGDID:S000002182, Chromosome IV:408451..409857
>RTK1 YDL025C SGDID:S000002183, Chromosome IV:405344..407206
>YDL025W-A YDL025W-A SGDID:S000028610, Chromosome IV:405410..405514
>YDL026W YDL026W SGDID:S000002184, Chromosome IV:404749..405060
>MRX9 YDL027C SGDID:S000002185, Chromosome IV:403695..404957
>MPS1 YDL028C SGDID:S000002186, Chromosome IV:400997..403291
>YDL032W YDL032W SGDID:S000002190, Chromosome IV:393690..394001
>SLM3 YDL033C SGDID:S000002191, Chromosome IV:392659..393912
>YDL034W YDL034W SGDID:S000002192, Chromosome IV:391783..392127
>YDL041W YDL041W SGDID:S000002199, Chromosome IV:378102..378455
>SIR2 YDL042C SGDID:S000002200, Chromosome IV:376757..378445
>MRP10 YDL045W-A SGDID:S000006430, Chromosome IV:372248..372535
>NPC2 YDL046W SGDID:S000002204, Chromosome IV:371240..371761
>SIT4 YDL047W SGDID:S000002205, Chromosome IV:369771..370706
>STP4 YDL048C SGDID:S000002206, Chromosome IV:366739..368211
>KNH1 YDL049C SGDID:S000002207, Chromosome IV:365068..365874
>YDL050C YDL050C SGDID:S000002208, Chromosome IV:364446..364817
>LHP1 YDL051W SGDID:S000002209, Chromosome IV:363952..364779
>MBP1 YDL056W SGDID:S000002214, Chromosome IV:352877..355378
>RAD59 YDL059C SGDID:S000002217, Chromosome IV:344237..344953
>TSR1 YDL060W SGDID:S000002218, Chromosome IV:341619..343985
>YDL062W YDL062W SGDID:S000002220, Chromosome IV:339857..340282
>UBC9 YDL064W SGDID:S000002222, Chromosome IV:337487..338070
>COX9 YDL067C SGDID:S000002225, Chromosome IV:334217..334396
>YDL068W YDL068W SGDID:S000002226, Chromosome IV:333500..333829
>BDF2 YDL070W SGDID:S000002228, Chromosome IV:331024..332940
>YDL071C YDL071C SGDID:S000002229, Chromosome IV:330666..331040
>YET3 YDL072C SGDID:S000002230, Chromosome IV:329836..330447
>MDH3 YDL078C SGDID:S000002236, Chromosome IV:315357..316388
>MRK1 YDL079C SGDID:S000002237, Chromosome IV:312951..314748
>RPP1A YDL081C SGDID:S000002239, Chromosome IV:309802..310122
>SUB2 YDL084W SGDID:S000002242, Chromosome IV:305237..306577
>YDL085C-A YDL085C-A SGDID:S000007588, Chromosome IV:302464..302670
>NDE2 YDL085W SGDID:S000002243, Chromosome IV:303211..304848
>YDL086C-A YDL086C-A SGDID:S000028611, Chromosome IV:301655..302089
>YDL086W YDL086W SGDID:S000002244, Chromosome IV:301413..302234
>NUR1 YDL089W SGDID:S000002247, Chromosome IV:296820..298274
>RAM1 YDL090C SGDID:S000002248, Chromosome IV:295034..296329
>UBX3 YDL091C SGDID:S000002249, Chromosome IV:293392..294759
>SRP14 YDL092W SGDID:S000002250, Chromosome IV:292781..293221
>PMT5 YDL093W SGDID:S000002251, Chromosome IV:289909..292140
>YDL094C YDL094C SGDID:S000002252, Chromosome IV:289572..290081
>PMT1 YDL095W SGDID:S000002253, Chromosome IV:287059..289512
>OPI6 YDL096C SGDID:S000002254, Chromosome IV:286998..287324
>RPN6 YDL097C SGDID:S000002255, Chromosome IV:285391..286695
>SNU23 YDL098C SGDID:S000002256, Chromosome IV:284581..285165
>GET3 YDL100C SGDID:S000002258, Chromosome IV:282112..283176
>DUN1 YDL101C SGDID:S000002259, Chromosome IV:280307..281848
>NSE4 YDL105W SGDID:S000002263, Chromosome IV:272389..273597
>PHO2 YDL106C SGDID:S000002264, Chromosome IV:270222..271901
>MSS2 YDL107W SGDID:S000002265, Chromosome IV:268921..269976
>KIN28 YDL108W SGDID:S000002266, Chromosome IV:267698..268699
>YDL109C YDL109C SGDID:S000002267, Chromosome IV:265258..267201
>TMA17 YDL110C SGDID:S000002268, Chromosome IV:264512..264964
>TRM3 YDL112W SGDID:S000002270, Chromosome IV:258915..263225
>ATG20 YDL113C SGDID:S000002271, Chromosome IV:256633..258555
>YDL114W-A YDL114W-A SGDID:S000007598, Chromosome IV:254935..255048
>YDL114W YDL114W SGDID:S000002272, Chromosome IV:255604..256530
>IWR1 YDL115C SGDID:S000002273, Chromosome IV:253995..255126
>NUP84 YDL116W SGDID:S000002274, Chromosome IV:251566..253746
>YDL118W YDL118W SGDID:S000002276, Chromosome IV:247302..247682
>HEM25 YDL119C SGDID:S000002277, Chromosome IV:246689..247612
>YFH1 YDL120W SGDID:S000002278, Chromosome IV:245923..246447
>EXP1 YDL121C SGDID:S000002279, Chromosome IV:245133..245582
>UBP1 YDL122W SGDID:S000002280, Chromosome IV:242552..244981
>SNA4 YDL123W SGDID:S000002281, Chromosome IV:241418..241840
>YDL124W YDL124W SGDID:S000002282, Chromosome IV:240259..241197
>HNT1 YDL125C SGDID:S000002283, Chromosome IV:239019..239606
>CDC48 YDL126C SGDID:S000002284, Chromosome IV:236157..238664
>PCL2 YDL127W SGDID:S000002285, Chromosome IV:234927..235853
>VCX1 YDL128W SGDID:S000002286, Chromosome IV:232652..233887
>YDL129W YDL129W SGDID:S000002287, Chromosome IV:231024..231899
>STF1 YDL130W-A SGDID:S000007232, Chromosome IV:229171..229431
>RPP1B YDL130W SGDID:S000002288, Chromosome IV:229906..230527
>RDI1 YDL135C SGDID:S000002294, Chromosome IV:218680..219288
>RGT2 YDL138W SGDID:S000002297, Chromosome IV:213351..215642
>SCM3 YDL139C SGDID:S000002298, Chromosome IV:211375..212046
>RPO21 YDL140C SGDID:S000002299, Chromosome IV:205360..210561
>CRD1 YDL142C SGDID:S000002301, Chromosome IV:201719..202570
>CCT4 YDL143W SGDID:S000002302, Chromosome IV:199996..201582
>COP1 YDL145C SGDID:S000002304, Chromosome IV:194571..198176
>LDB17 YDL146W SGDID:S000002305, Chromosome IV:192750..194225
>RPN5 YDL147W SGDID:S000002306, Chromosome IV:190924..192261
>NOP14 YDL148C SGDID:S000002307, Chromosome IV:188154..190586
>BUD30 YDL151C SGDID:S000002310, Chromosome IV:183318..183899
>YDL152W YDL152W SGDID:S000002311, Chromosome IV:182822..183187
>SAS10 YDL153C SGDID:S000002312, Chromosome IV:181186..183018
>CMR1 YDL156W SGDID:S000002315, Chromosome IV:174918..176486
>DMO2 YDL157C SGDID:S000002316, Chromosome IV:174232..174588
>YDL158C YDL158C SGDID:S000002317, Chromosome IV:173866..174174
>YDL159C-B YDL159C-B SGDID:S000028612, Chromosome IV:173056..173232
>YDL159W-A YDL159W-A SGDID:S000007599, Chromosome IV:172182..172313
>STE7 YDL159W SGDID:S000002318, Chromosome IV:172481..174028
>MHF2 YDL160C-A SGDID:S000028520, Chromosome IV:169366..169608
>ENT1 YDL161W SGDID:S000002320, Chromosome IV:167714..169078
>YDL162C YDL162C SGDID:S000002321, Chromosome IV:167359..167715
>YDL163W YDL163W SGDID:S000002322, Chromosome IV:166956..167258
>CDC9 YDL164C SGDID:S000002323, Chromosome IV:164987..167254
>CDC36 YDL165W SGDID:S000002324, Chromosome IV:164290..164865
>NRP1 YDL167C SGDID:S000002326, Chromosome IV:160995..163154
>SFA1 YDL168W SGDID:S000002327, Chromosome IV:159604..160764
>UGX2 YDL169C SGDID:S000002328, Chromosome IV:158064..158735
>UGA3 YDL170W SGDID:S000002329, Chromosome IV:156318..157904
>GLT1 YDL171C SGDID:S000002330, Chromosome IV:149203..155640
>YDL172C YDL172C SGDID:S000002331, Chromosome IV:148607..149086
>PAR32 YDL173W SGDID:S000002332, Chromosome IV:148191..149078
>GID12 YDL176W SGDID:S000002335, Chromosome IV:142097..144223
>YDL177C YDL177C SGDID:S000002336, Chromosome IV:141209..141721
>DLD2 YDL178W SGDID:S000002337, Chromosome IV:139522..141114
>PCL9 YDL179W SGDID:S000002338, Chromosome IV:138291..139205
>AIT1 YDL180W SGDID:S000002339, Chromosome IV:135896..137539
>INH1 YDL181W SGDID:S000002340, Chromosome IV:135179..135436
>MRX19 YDL183C SGDID:S000002342, Chromosome IV:130871..131833
>YDL185C-A YDL185C-A SGDID:S000007600, Chromosome IV:126608..126835
>VMA1 YDL185W SGDID:S000002344, Chromosome IV:126787..130002
>YDL186W YDL186W SGDID:S000002345, Chromosome IV:125616..126449
>YDL187C YDL187C SGDID:S000002346, Chromosome IV:125509..125838
>RBS1 YDL189W SGDID:S000002348, Chromosome IV:122216..123589
>NUS1 YDL193W SGDID:S000002352, Chromosome IV:114672..115799
>YDL196W YDL196W SGDID:S000002355, Chromosome IV:106741..107070
>GGC1 YDL198C SGDID:S000002357, Chromosome IV:103649..104551
>TRM8 YDL201W SGDID:S000002360, Chromosome IV:99561..100421
>MRPL11 YDL202W SGDID:S000002361, Chromosome IV:98475..99224
>ACK1 YDL203C SGDID:S000002362, Chromosome IV:96082..97953
>HEM3 YDL205C SGDID:S000002364, Chromosome IV:92762..93745
>YDL206W YDL206W SGDID:S000002365, Chromosome IV:90176..92464
>CWC2 YDL209C SGDID:S000002368, Chromosome IV:86207..87226
>UGA4 YDL210W SGDID:S000002369, Chromosome IV:84270..85985
>SHR3 YDL212W SGDID:S000002371, Chromosome IV:78426..79058
>NOP6 YDL213C SGDID:S000002372, Chromosome IV:77289..77966
>GDH2 YDL215C SGDID:S000002374, Chromosome IV:70640..73918
>TIM22 YDL217C SGDID:S000002376, Chromosome IV:67983..68606
>YDL221W YDL221W SGDID:S000002380, Chromosome IV:62011..62562
>WHI4 YDL224C SGDID:S000002383, Chromosome IV:54397..56346
>HO YDL227C SGDID:S000002386, Chromosome IV:46271..48031
>YDL228C YDL228C SGDID:S000002387, Chromosome IV:45277..45918
>BRE4 YDL231C SGDID:S000002390, Chromosome IV:38867..42244
>OST4 YDL232W SGDID:S000002391, Chromosome IV:38487..38597
>MFG1 YDL233W SGDID:S000002392, Chromosome IV:36797..38173
>GYP7 YDL234C SGDID:S000002393, Chromosome IV:34237..36477
>YPD1 YDL235C SGDID:S000002394, Chromosome IV:33415..33918
>PHO13 YDL236W SGDID:S000002395, Chromosome IV:32296..33234
>GUD1 YDL238C SGDID:S000002397, Chromosome IV:28985..30454
>YDL240C-A YDL240C-A SGDID:S000007601, Chromosome IV:22471..22608
>LRG1 YDL240W SGDID:S000002399, Chromosome IV:22823..25876
>YDL241W YDL241W SGDID:S000002400, Chromosome IV:20635..21006
>YDL242W YDL242W SGDID:S000002401, Chromosome IV:18959..19312
>YDL247W-A YDL247W-A SGDID:S000007602, Chromosome IV:3762..3836
>YRB1 YDR002W SGDID:S000002409, Chromosome IV:453045..453650
>YDR003W-A YDR003W-A SGDID:S000028819, Chromosome IV:454782..454904
>RCR2 YDR003W SGDID:S000002410, Chromosome IV:454122..454754
>SOK1 YDR006C SGDID:S000002413, Chromosome IV:458542..461247
>TRP1 YDR007W SGDID:S000002414, Chromosome IV:461842..462516
>YDR008C YDR008C SGDID:S000002415, Chromosome IV:462252..462602
>YDR010C YDR010C SGDID:S000002417, Chromosome IV:465051..465383
>SNQ2 YDR011W SGDID:S000002418, Chromosome IV:465919..470424
>PSF1 YDR013W SGDID:S000002420, Chromosome IV:473157..473783
>HED1 YDR014W-A SGDID:S000113613, Chromosome IV:477797..478285
>RAD61 YDR014W SGDID:S000002421, Chromosome IV:474046..475989
>YDR015C YDR015C SGDID:S000002422, Chromosome IV:477960..478199
>DAD1 YDR016C SGDID:S000002423, Chromosome IV:478474..478758
>GCV1 YDR019C SGDID:S000002426, Chromosome IV:484163..485365
>FAL1 YDR021W SGDID:S000002428, Chromosome IV:486804..488003
>ATG31 YDR022C SGDID:S000002429, Chromosome IV:488072..488662
>FYV1 YDR024W SGDID:S000002431, Chromosome IV:491017..491502
>NSI1 YDR026C SGDID:S000002433, Chromosome IV:492556..494268
>VPS54 YDR027C SGDID:S000002434, Chromosome IV:494649..497318
>YDR029W YDR029W SGDID:S000002436, Chromosome IV:501100..501414
>RAD28 YDR030C SGDID:S000002437, Chromosome IV:501753..503273
>MIX14 YDR031W SGDID:S000002438, Chromosome IV:503498..503863
>LYS14 YDR034C SGDID:S000002441, Chromosome IV:509737..512109
>YDR034W-B YDR034W-B SGDID:S000007234, Chromosome IV:521314..521469
>ARO3 YDR035W SGDID:S000002442, Chromosome IV:521816..522928
>KRS1 YDR037W SGDID:S000002444, Chromosome IV:525440..527215
>YDR042C YDR042C SGDID:S000002449, Chromosome IV:540601..541203
>NRG1 YDR043C SGDID:S000002450, Chromosome IV:542674..543369
>HEM13 YDR044W SGDID:S000002451, Chromosome IV:546642..547628
>RPC11 YDR045C SGDID:S000002452, Chromosome IV:547978..548310
>BAP3 YDR046C SGDID:S000002453, Chromosome IV:548762..550576
>HEM12 YDR047W SGDID:S000002454, Chromosome IV:551860..552948
>YDR048C YDR048C SGDID:S000002455, Chromosome IV:553084..553398
>VMS1 YDR049W SGDID:S000002456, Chromosome IV:553254..555152
>TPI1 YDR050C SGDID:S000002457, Chromosome IV:555726..556472
>DET1 YDR051C SGDID:S000002458, Chromosome IV:557056..558060
>DBF4 YDR052C SGDID:S000002459, Chromosome IV:558511..560625
>YDR053W YDR053W SGDID:S000002460, Chromosome IV:560249..560644
>CDC34 YDR054C SGDID:S000002461, Chromosome IV:561440..562327
>UBC5 YDR059C SGDID:S000002466, Chromosome IV:569234..569770
>AIM7 YDR063W SGDID:S000002470, Chromosome IV:578663..579112
>RPS13 YDR064W SGDID:S000002471, Chromosome IV:579458..580452
>RTR2 YDR066C SGDID:S000002473, Chromosome IV:581908..582498
>OCA6 YDR067C SGDID:S000002474, Chromosome IV:582791..583465
>FMP16 YDR070C SGDID:S000002477, Chromosome IV:588098..588379
>PAA1 YDR071C SGDID:S000002478, Chromosome IV:588827..589402
>SNF11 YDR073W SGDID:S000002480, Chromosome IV:592439..592948
>TPS2 YDR074W SGDID:S000002481, Chromosome IV:593893..596583
>PPH3 YDR075W SGDID:S000002482, Chromosome IV:597156..598082
